Target,Predicted Label,Remarks,Sentences
0,GENERAL,भर पर्दाे,गगन थापा सबै भन्दा पहिला मेरो जय नेपाल तपाईं एउ टा भर पर्दाे युवा नेता हाे अाशा काे दियाे हाे त्यसैले मेराे शुजाभ तपाई लाई भ्रष्टाचार बेथिति बारे खुलेर बाेल्नुस जाे सुकै हाेस त्यस शेरे भएनि कारबाइकाे माग गर्नुस तब अाउने छ पहिलाे पाटि काग्रेश
1,GENERAL,अाउनु पर्याे,अब कांग्रेस पनि सडक अाउनु पर्याे गफ गरेर भएन
0,GENERAL,माननीय जि,प्रतिपक्ष बसेर मात्र भएन माननीय जि
0,GENERAL,सलाम,सलाम छ गगन थापा ज्यु यसरि नै राम्रो काम गर्दै जानुस
0,GENERAL,Right कुरो,गगन दाई कुरो गर्नु भयो
1,GENERAL,गुण्डा,गगने गुण्डा आफु बिगत गरे का गुण्डागर्दि बारे बिर्सेपनी हामी बिर्से का छैनौं
1,GENERAL,भियतनाम बन्ने पक्का छ,कम्न्युस्ट सरकार विरुद्ध एकजुट भएर जनमत सृजना नगरे देश अब बर्ष भियतनाम बन्ने पक्का छ
0,GENERAL,जय होस,गगन थापा ज्यु जय होस जय नेपाल
0,GENERAL,सहि हो,गगन जि कुरा त सहि हो तर प्रति पक्ष गनु पने काम कडाइ का साथ गरिए छैन सरकार गरे का नराम्रा काम बुलन्द रुप अावज उठाउनु परो हामी तपाईं साथ छौं
0,GENERAL,जय नेपाल,सबैभन्दा पहिला जय नेपाल गगन दजु यी आतंककारी हरु कुनै दया माया धर्म सस्कार हुदैन
0,GENERAL,भगवान bhanvhhan,गगन जी तपाई जनता लागी तपाई बोलनु भयों भने तापै लाई भगवान
1,GENERAL,उस्तै हौ,तिमि हरु सब उस्तै हौ हेरे हैन पैले
0,GENERAL,सहि,युवा नेता भने युवानै हो सहि भन्नू हो गगन थापा जियु
1,GENERAL,भ्रष्टाचार,प्रचण्ड भ्रष्टाचार हो दिन हरु नजिक आउदै छ गान्दै बस हामी छिटै तेरो घर आएर मर्दिने छु जनता देश हो जनता ताकत हेर्दै जानु हामी प्रचण्ड लाई यदि सजिलो गरि मर्ने छैन हजर मान्छे मरे छु हामी अन्तर्राष्ट्रिय अदालत म मुद्दा हल्ने छु
1,GENERAL,चोर,नेपाल नेता भने गगन दाई मात्रै हो अरु त सब चोर हो यो कुरा कसै लाई संकालग्छ भने मसग बहस गर्न सुजाब दिन्छु
1,GENERAL,झोले,म कुनै पार्टी झोले चै हैन तर
0,GENERAL,फ्यान,गगन थापा फ्यान चै हु है
0,GENERAL,ठिक,कुरा ठिक हो गगन थापा
0,GENERAL,धन्यवाद,गगन थापा ज्यु नमस्कार ज्ञानेन्द्र साहि बारे बोलदिनु भयो धन्यवाद
0,GENERAL,यस्तो हुनुपर्छ,जन्ता नेता भने यस्तो हुनुपर्छ
0,GENERAL,धन्यवाद,युवा नेता गगन थापा जिउ लाई धन्यवाद
1,GENERAL,लाज छैन,बुढा लाई मारेर खाइस अहिले रास्ट्रपति लाज छैन
1,GENERAL,बाेल्नै अाउदाे रहेनछ,राष्ट्रपति लाई बाेल्नै अाउदाे रहेनछ जाबाे यति बाेल्न पनि स्क्रिप्ट लेखेर पढ्नु पर्दाे रहेछ अनि समसामायिक बिषय कसरि बाेल्नु साथि हाे अब फलानाे बिषय बाेल्नु भयन ढिस्कानाे बिषय बाेल्नु भयन भनेर गुनासाे नगर्नु हाेला उहाकाे बाध्यता थाहा पाई हाल्नु भाे हाेला
1,GENERAL,गलत पढ्ने,पढ्दा त गलत पढ्ने राष्ट्रपती शेर बहादुर लाई जे मन लाग्यो तेइ भन्न मिल्छ
0,GENERAL,माननीय,संबिधानसभा अध्यक्ष माननीय शुभाश चन्द्र नेम्वाङ रे शुभाश बर्तमान अध्यक्ष हो
1,GENERAL,बेइजत,राष्ट्रपति जस्तो गरिमामये पद बेइजत यार
1,GENERAL,घोर बिरोध,यसरी ठुला दल का नेता पुर्ब प्रधानमन्त्री भैसके का ब्यक्तिलाइ रास्ट्रपति जस्तो गरिमामय पद बसे मान्छे बोल्ने शैली यो होइन म घोर बिरोध गर्दछु
0,GENERAL,बुझ्नु हुन्छ,शेरे बा बोली बा नै मात्र बुझ्नु हुन्छ
1,GENERAL,मर्याद बाहिर,तर यसरी भन्न मजाक उडाउन रास्ट्रपति नहुने हो मर्याद बाहिर कुरो भयो
1,GENERAL,झुठो खाए,केपि झुठो खाए पछि परिणाम हो
1,GENERAL,खिल्लि उडाउनु,पर्स्ट उदाहरण हो यो अहङ्कार राष्टपति जस्तो गरिमामय पद बसि कसैकोसारिरिक अपाङ्गता बारे खिल्लि उडाउनु यो भन्दा बिडम्बना अरुके हुनसक्छ यो देश हामि जनता हरु का लागि
1,GENERAL,बोल्ने सैलि तेहि हो,के राष्ट्रपति बोल्ने सैलि तेहि हो कति बर्ष भयो राष्ट्रपति भने बल्ल सुन्नो देउवा बोलि एत्रो बर्ष काहाँ गयकिथियौ बिद्या भण्डारी ज्यू
1,GENERAL,अशिक्षीत,यो अशिक्षीत ज्वलन्त ऊदाहारण हो राष्ट्पति
1,GENERAL,मति गुम्दै,नेपाल का नेता हुम भन्ने हरु मति गुम्दै गयेजस्तो लाग्यो
0,GENERAL,सिकाएछ,सब केपि सिकाएछ यत्रो बर्ष बुझने अहिले नबुझ्ने तिमी चाइ कुन चाहिँ राम्री होउ छि छि
1,GENERAL,सोमत नभा को,यस्तो सोमत नभा नी राष्ट्रपति हुन्छ
1,GENERAL,मजाक,देश यसरी नै मजाक नै चलि राखे छ
1,GENERAL,पाखण्डि,नेता बोलि नबुझ्ने बिधा के जनता बोलि बुझ्थीर ऑपाङ्ग आखा नदेख्ने बैहिरा स्पस्ट बोल्न नसक्ने चाहे नेता होस जनता उहा बोलि बिचार अपमान गरेर हासो उडाउने पाखण्डि प्रजातन्त्र अबिग्या गरे छ थुक्क
1,GENERAL,हासो मा उडाउनु,हास्यास्पद गणतन्त्र रास्ट्रपति जस्तो गरिमामय पद बसेर पटक प्रधानमन्त्री भैसके ब्याक्ती लाई हासो उडाउनु सार्वजनिक स्थान कत्ति उचित अनुचित यो गणतन्त्र हैन राणी सभा हो राणि कै देश पनि भयो अन्य प्रगति त के होला भन्नू
1,GENERAL,लाज नभा की,लाज नभा की रास्ट्रपती मदन भन्डारी लाई स का तेसै हो
1,GENERAL,थुक,रास्ट पति यहि हो बोल्ने सबे थुक यक नारि भयर त लाई त मत च्यातेर रास्ट पति बना केपि हो तेहि पछि तै आफनो सिरिमान हत्या गरे हुन सक्छ
1,GENERAL,जनता भेदा,हामी जनता भेदा नै हो तपाईं लाई रास्ट्रपति बनायर
1,GENERAL,चिहान तताउने,यस्ता नेता हरु त चिहान तताउने बेल हो
1,GENERAL,लाज हुन्छ,तिमी जस्ता नारी यो देश राष्ट्रपति भन्न पनि लाज हुन्छ आफैलाइ आफ्नै श्रीमान हत्या गर्ने जाठी थुलो कुरा किन लाज छैन
1,GENERAL,छि छि,केपि चोर पछि लागेर आफ्नै श्रीमान मार्ने छि छि अब धेरै छैन तिम्रो दिन
1,GENERAL,थुक्क,नजिकै कान बोल्दा त नबुझ्ने नसुन्ने गाउँ गाउ चीत्कार कसरी थुक्क
1,GENERAL,बेज्जत र अपमान,रास्ट्रपति जस्तो गरिमामय पद भए व्यक्ति बिपक्षी दल नेता लाई एउ टा दल नेता हैसियत जस्तो गरि खिल्ली मजाक उडाए देख्दा रास्ट्रपति जस्तो सम्मानित पद नै बेज्जत अपमान भए छ
1,GENERAL,खुलेआम बैजत,मेरो भन्नु राष्ट्र उच्च पद बसेर यसरी खुलेआम बैजत गर्नु ठीक हो
1,GENERAL,लुटतन्त्र का राजा,हुन त तिमी हरु सबै लुटतन्त्र का राजा हौ कोही भन्दा कोही कम छैनौं
1,GENERAL,त्याउरी,नेता का स्वास्नी हुदै रास्ट्रपति भ का यी त्याउरी पनि बेलै पाखाँ लागे हुन्छ
1,GENERAL,useless,बल्ल थाहा पाएछिन देउवा बोली कस्तो छ भनेर
1,GENERAL,खराब प्रबृत्ति,विद्या देवि जस्तो खराब प्रबृत्ति मान्छे जब सम्म नेपाल रास्ट्रपति जस्तो पद बस्छे कहिले बिकाश हुदैन
1,GENERAL,बेज्जत,आफ्नो बुढो लाई मारीसकि अनि अब केपि लाई अङ्गालो हालेर रास्ट्रपति पद नै बेज्जत गर्छेस
1,GENERAL,मजाक बनायर उढाउदै,के पि अोलि गुण सरे छ छ राष्ट्रपति ज्यु लाई राष्ट्र प्रमुख पद रहेर सबै लाई समान रूप हेर्नुपर्ने ठाउ उल्टै मजाक बनायर उढाउदै छ पद गरिमा मर्यादा लाई ख्याल नगर्ने खै कसरी देश ईज्जत् प्रेशटित राख्छन् सोचनिय कुरा छ
1,GENERAL,आपमान,कसै अपाङ्ग ता लाई उडाउनु भने आपमान हो रास्ट्रपति लाई पनि आफ्नो पद् हेक् का हुनुपर्छ
1,GENERAL,यात्रा बाट,यात्रा बाट देश बिकास हुन्छ
1,GENERAL,हासो मा उडाउनु,कसै कसै प्राकृतिक बोल्ने सैलीलाइ बुझिएन भनेर हासो उडाउनु कदापि राम्रो होइन अझ त्यस्तो गरिमामय पद बसेर
1,GENERAL,घिन लाग्नथाल्यो,हुनत हामि लाई हजुर लाई राष्ट्रपती भन्न पनि घिन लाग्नथाल्यो हजुर लाई देखेर होइन हजुर बानी व्यवहार देखेर बोल्ने शैली देखेर हजुर गरे सम्पुर्ण काम् देखेर धिक्कार लागेर आउच
1,GENERAL,छि छि थुक्क,छि छि थुक्क रास्ट्रपति औकात अलिकती सरम लाज केही छैन देश खोक्क्रो बनायो यो मुजि बाहुन बाहुनी हरु
1,GENERAL,माखो मारे को छैन,देस् लागि लडदा जिब्रो कातियो जो राष्ट्रपति भयेर केही माखो मारे छैन हामि बुज्ने तै न बुज्ने होस
1,GENERAL,घमन्ड,शेरबहादुर लाई कुर्सी नपाए रीस बिद्धाया देबि भन्डारी लाई पद घमन्ड एही भयो हो
1,GENERAL,हुत्याउनु,तपाईं त मदन भण्डारी कुरा नबुझेर नारायणी हुत्याउनु भो तपाईं त केपी जि मात्र कुरा बुझ्नु हुन्छ
1,GENERAL,लाज,बिद्या देवी भण्डारीलाइ राष्ट्र पति भन्न लाज मान्ने हरु एता हाजिर हुम त
1,GENERAL,घाँस,घाँस रास्ट्रपति कस्ता कस्ता विद्वान बिदेश पसेर काम गर्नुपरे छ यस्ता देस सासन चलाय का छन्
1,GENERAL,खोजे को होइन,शेरे बोल्छनै तेस्तै पत नपाउदा मुर्छा परेछ साला चोर हुनत म बिध्या भन्दारि लाई हाई हाई भन्न खोजे होइन है साथी हो
1,GENERAL,राम्रो भएन,मन्च बोले नबुझिने रहेछ भने हो जस्तो लाग्यो यानि की मन्ज साउन्ड सिस्टम राम्रो भएन भने जस्तो लाग्यो
1,GENERAL,दैब ले लगे को,सेरे बोली दैब लगे हो त्यों पनि उहि जो
1,GENERAL,पाप,देस लुटे पाप
1,GENERAL,कालो दिन,इतिहास कालो दिन रास्ट पति हास्दा
1,GENERAL,खाइरालिस,त रारी पनि गतिलो त होइनेस राम्रो स्पष्ट बोल्ने आफ्नो पोइ खाइरालिस
1,GENERAL,सिध्याउदै,उ खदबदो त काङ्ग्रेस सिध्याउदै छ
1,GENERAL,शाेभनीय भएन,राष्ट्रपति त्यसरी व्यङ्ग्यमूलक भाषण गर्नु नेता लाई उडाउनु शाेभनीय भएन
1,GENERAL,मजाक उडाउनु,अरु मजाक उडाउनु भन्दा पहिले आफ्नु मुख हेर्नू
1,GENERAL,मजाक उडाए को सुहाएन,ए बाबै जन्मदै बोली त्यस्तै थियो के गरुन् बिचरा राष्ट्रपति जस्तो मान्छे तेती ठुलो नेता मजाक उडाए सुहाएन
1,GENERAL,नखर्मौलि,मर्ने बेला नि बैँस हालेर बूढो हत्या गरौर केपि ओलि सँग रमोलिदै राष्टपति भाकि छ नखर्मौलि
1,GENERAL,खुट्टा नै भुइ मा छैन,केपि त्यो ठाउँ सम्म पुर्याइ दिए ऐले मातिएर खुट्टा नै भुइ छैन रास्ट्रपति
1,GENERAL,सन्स्कारबिहिन,धिक्कर छ सन्स्कारबिहिन राष्ट्रपती
1,GENERAL,जिम्मेवेरी र मर्यादा नबुझेपछी,राष्ट्रपती जस्तो गरिमामय पद रहेर पनि पद जिम्मेवेरी मर्यादा नबुझेपछी
1,GENERAL,पातकि,तँ पातकि पनि केपि हुना यहाँ सम्म पुगेकि होस्
1,GENERAL,लाज लाग्छ,आफ्नो गरिमामय पद पनि ख्याल नगरी बोल्ने व्यति लाई मेरो देश रास्ट्रपति भन लाज लाग्छ
1,GENERAL,थुक्क,यत्ति बोल्न लागि बना हो रास्त्रपती थुक्क नेता हारु
1,GENERAL,हावा बोल्ने सैलिइ,प्रधानमन्त्री मात्रै हावा क्मेडी भने अब रास्ट्रपति जस्तो गरिमामय पद् हावा बोल्ने सैलिइ यस्तो छ अनि नेपाल् भुत्रो बन्छ
1,GENERAL,थुक्क,थुक्क तलाइ तेशै भनेकाे हुन
1,GENERAL,बाधेर घासहाल्नु पर्ने,रत्नपार्क ब्यपार गर्ने हैसियत छैन भनेर अाफ्नाे पदकाे मर्यादा नै थाहा छैन तलाइ बाधेर घासहाल्नु पर्ने
1,GENERAL,थुक्क,थुक्क बिद्यादेबि बुद्दी
1,GENERAL,गोबर,येस्ती गोबर पनि राष्ट्रपति हुने
1,GENERAL,पागल,दिल निशानी साच्चै पागल भए रहेछ
0,GENERAL,समर्थन,पुन्य गौतम कुरा मेरो पनि समर्थन छ
0,GENERAL,चित्त बुज्यो,पुन्य दाजु कुरो धेरै चित्त बुज्यो हजुर् भोइस त म फ्यान नै हो
1,GENERAL,भुटे को,रमेश प्रसाईं काठमान्डौ आइ सके छ यो दिल निसानी मगर रमेश प्रसाईं टेबुल राख्नुस है पत्रकार साथि हरु रमेश दिल लाई भुटे हेर्ने मन छ
1,GENERAL,भस्ट्चार,साला दिलनिसानी मगर त चुपलाग साला खाते यो सब त जस्तो भस्ट्चार घुस खोर दालाल हरु काम हो रबि सर लाई फसाउन लाई
0,GENERAL,खुसी लाग्यो,सारै खुसी लाग्यो यथार्थ बोल्नु भयो निर्दोस रबि उहा टिम लाई फसाउने ठूलो झुटो जाल हुदैछ
0,GENERAL,जिन्दाबाद,सवै यसरी साथ सपोट समर्थन गरौ सबै हार्दिक नमन अहिले रबि सर लाई सबै साथ यक्दमै जरुरी छ रबि लामिछाने जिन्दाबाद
1,GENERAL,बादर,मान्छे त बादर रैछ
1,GENERAL,प्रस्न गर्न नजान्ने,प्रस्न गर्न नजान्ने पनी पत्रकार हैट
1,GENERAL,खुरापाती,यो पत्रकार हो खुरापाती हो
1,GENERAL,काम छैन,यो पत्रकार काम छैन पहिला राम्रो सग अध्ययन गर अनि पत्रकार बन त जस्ता पुत्रकार हरु गर्दा इमानदार पत्रकार हरु बदनाम भाछ
1,GENERAL,दहिचिउरे कुरा,यो सुरेन्द्र भन्ने मान्छे किन दहिचिउरे कुरा गर्छ
1,GENERAL,वाईयात,यस्तै वाईयात का गफाडी आफू के के न हिरो ठान्छन
1,GENERAL,ताइन तुइ,हैन यो कुन पत्रकार रछ यार खायर आ छ ताइन तुइ बिसोर का प्रस्न
0,GENERAL,सहि कुराे,हाे सहि कुराे ड साब
1,GENERAL,कहाँ बाट काह,कहाँ बाट काह हो के यो
0,GENERAL,मनपर्यो,जे भएपनी सर जवाफ चै मनपर्यो
0,GENERAL,सहि विश्लेषण,सहि विश्लेषण केशी डा साब मिडिया भने कै नेपाल का चुतिया छ्न एउटा सहि कुरा लेख्दैनन
1,GENERAL,गोठालो,यो पत्रकार हो गोठालो
1,GENERAL,आलु,कुन चाहिं आलु पत्रकार हो
1,GENERAL,अपरिपक्व,अपरिपक्व पत्रकार च्याउ सरी चले का अनलाईन मेडिया नै जनमानस भ्रम फैलाउने माध्यम बने महशुस हुँदैछु
1,GENERAL,घाँस,यो पत्रकार त घाँस नै रहेछ
1,GENERAL,तातो न छारो,यो पत्रकार चाई का बाट आयो हौ येस्तो तातो न छारो अलि अभ्यास गरेर पत्रकारिता आईज
1,GENERAL,आलु,यस्ता आलु जस्तो पत्रकार थुक्क
1,GENERAL,तोरी,यस्तो तोरी पत्रकार कहाँ बाट ल्यायो
1,GENERAL,मुला,ए मुला कस्तो पत्रकार हो काहा पाकिस्तान इन्डिया काण्ड जोड्छ
0,GENERAL,सहि लाग्यो,डा केसी जतिपनि कुरा भने का छन एकदमै सहि लाग्यो
1,GENERAL,गालि,प्रश्न शैलि मिलाउन नसक्दा गालि कति पाईन्छ भनेर हेर्न याे भिडियाेकाे कमेन्ट पत्रकार लाई गालि बर्षेकाे हेर्नुहाेला
1,GENERAL,प्रश्न सोधे को भयेन,प्रत्रकार ज्यु प्रश्न सोधे भयेन अध्यन गरनु प्ररो डा सर तपाईं जस्ता वैदिक यो देश कदर सम्मान भयेन दु ख द कुरा
1,GENERAL,छेउ न टुप्पो,होइन यो पत्रकार के छेउ न टुप्पो प्रश्न गर्छ यार
1,GENERAL,मजाक उडाईरहे,विदेशी मर्दा नि कठै भन्ने हामि आज आफ्नै नेपाली दाजुभाई मर्दा नि शोक मनाऊन छोडेर मजाक उडाईरहे का छौ
1,GENERAL,के खाल को,हैट के खाल पत्रकार हो के प्रस्न सोद्छ हो
1,GENERAL,बेकुफ,बेकुफ के दोक्लाम इजरायल के प्रश्न गरे
0,GENERAL,सही लाग्य,डा सुरेन्द्र बिस्लेसन सही लाग्य
1,GENERAL,कुल्ली भरिए,यो चोर पत्रकार कसरी पत्रकार भयो यो त कुल्ली भरिए हैसियत नै नभए पत्रकार कसरी सुरेन्द्र केसी संग अन्तरबार्ता दिन पुगेयो
1,GENERAL,अलिक भयन,यो पत्रकार कुरो तत्बिज अलिक भयन है भाइ बुझेर मात्र प्रस्न गरौ है
1,GENERAL,जोकर,केसी सर नेता भन्दा दोसी ती झोले कार्यकर्ता हुन जो आफ्नो छणिक स्वार्थ पूर्ति लागि यस्ता जोकर रूपी नेता जयगान गाउछन
1,GENERAL,पागल,यो मुला पत्रकार त साचै पागल लै हो किके हो यार ईन्डिया कुरा पो गर्छ यार
1,GENERAL,चित्तबुझ्दो,कुरा त चित्तबुझ्दो नै हो सुरेन्द्र सर
1,GENERAL,कञ्ज्युसाई,श्रद्धाञ्जली भन्न लाई कति कञ्ज्युसाई
1,GENERAL,knowledge छैन,पत्रकार सँग सोध्ने छैन भन्ने कुरा प्रष्ट भयो
1,GENERAL,स्पस्टिकरण छैन,हैन यो ईन्टर्भिउ लिने मान्छे त मोदि जुवाई खलक होकि के हो प्रस्न सोधाई नै स्पस्टिकरण छैन त हो हैट
1,GENERAL,कस्तो कुरा,कस्तो कुरा गर्छौ पत्रकार
0,GENERAL,महान गुरु,डा सुरेन्द्र के सि साँच्चै महान गुरु हुनुहुन्छ हजुरकाे शिक्षण शैली बाचन कला एक्दमै राम्राे हजुर बाट धेरै कुरा सिक्ने मै का पाएकाे छु
1,GENERAL,छिछिछि,गोबर नै पत्रकार रहेछ छिछिछि
1,GENERAL,आलु,यस्ता आलु जस्तो पत्रकार थुक्क कासी जानी कुसि बाटो का कुन ठाउ कस्तो प्रस्न सोध्नु पर्छ भन्ने नै थाहा नहुने गोबर नै पत्रकार रहेछ छिछिछि
1,GENERAL,बोल्न पनि जान्दैन,पत्रकार बोल्न पनि जान्दैन यस्तो पनि जर्नलिस्ट हुन्छ
1,GENERAL,पागल,कस्तो पागल पत्रकार रैछ सुरेन्द्र झापड हाने हुने नि
1,GENERAL,थुक्क,कहाँ ताप्लेजुङ घट्ना काहा दोक्ला मोदि पाकिस्तान रे थुक्क
1,GENERAL,यस्ता पनि,यस्ता पनि पत्रकार हो
1,GENERAL,बेठिती गर्छ,यस्तै गर्दा बेठिती गर्छ समाचार हरु
0,GENERAL,शक्ति मिलोस्,मृतात् लाई हार्दिक श्रद्धासुमन सम्पूर्ण का परिवारजन प्रति हार्दिक समवेदना प्रकट गर्दछु साथै परिवारजन धैर्यधारण गर्ने शक्ति मिलोस्
1,GENERAL,आलु,आलु खाएर घरै बस पत्रकार भाई
1,GENERAL,नेगेटिभी,यस्तै पत्रकार हो नेगेटिभी समचार पत्रचार गर्ने
1,GENERAL,कहा बाट कहा जोड्छ,प्रस्न कहा बाट कहा जोड्छ
0,GENERAL,ठिक छ,सवै कूरा सुरेन्द्र ठिक छ
0,GENERAL,कुरा सहि,आज हल्का कुरा सहि जस्तै गरेऊ है सुड्ढो
1,GENERAL,घोटाला,सै कुरा सबै घोटाला सेरे नै गरे हो रबिन्द्र कुनै दोस छइन
1,GENERAL,झोक चलेर आयो,पत्रकार सङ्ग झोक चलेर आयो
1,GENERAL,गुमाउनु पर्ने थियन,नत्र आज यति ठुला ठुला मान्छे लाई गुमाउनु पर्ने थियन
1,GENERAL,छि छि,यो कस्तो पत्रकार रहेछ अन्तर्वार्ता पनि लिउन नसक्ने छि छि यस्ता पत्रकार पनि सुरेन्द्र सर सङ्ग अन्तर्वार्ता गर्नु धिक्कार छ
1,GENERAL,छेउ न टुप्प,ताई न तुइ प्रश्न छेउ न टुप्प प्रश्न पत्रु पत्रकार
0,GENERAL,राम्रो कुरा,एक दमै राम्रो कुरा डा के केसि ज्यु
1,GENERAL,माँनपरेन,पुण्य गौतम तर्क रतिभर माँनपरेन
1,GENERAL,झाेले चम्चा,यो पुन्या पार्टी झाेले चम्चा हो
1,GENERAL,हावा,सगर सर पुन्य लाई दुई चार झापड लगाइदिनु पर्ने थियो हावा ताल बोल्छ यार पुन्य
1,GENERAL,घिन लाग्दो,पुन्य जि तपाई अन्तरबार्ता नदिय हुन्छ तपाईं कुरा घिन लाग्दो अर्थहिन छ जो गर्छ
1,GENERAL,लाजमर्दो,कृष्ण बहादुर महरा शब जिन्दगी लाजमर्दो घटना हरु
1,GENERAL,झोले,यो अपराधि प्रचन्डे झोले धेरै फुर्ति नगरे हुन्छ पुन्य गौतम कुकुर हो
1,GENERAL,झोले,यो पुन्ने गौतम भन्ने मानिस एक नम्बर झोले हो भन्ने कुर याह बाट पुष्टि हुन्छ
1,GENERAL,झोले,यो पुन्य गौतम पनि झोले भैसक्यो अब कुन नेता पछाडि हात चात्न पाए छ
1,GENERAL,झोले कुकुर,पुने गोताम पार्टी झोले कुकुर हो
1,GENERAL,सत्यकुरा भोल्दैन,ई पुन्ने गौतम भन्नेब्यक्ती जिब्रो किन नकाटेको होला बाउला कुकुर जस्तै भुकने मात्र हो सहिकुरा कहिलै सत्यकुरा भोल्दैन
1,GENERAL,पतान भको,नेकपा छिटै पतान भको हेर्न चाहने हरू यत हाजीर हौ
1,GENERAL,रावण,यो गोतामे भनाउँदो रावण राक्षस सेना हो एस अन्त अब कली युग का राम लक्ष्मण हात बाट हुँदै छ
1,GENERAL,झोले,यो पुण्य भन्दा ठुलो झोले अरु होला
1,GENERAL,लावलागदैन,पुन्य बाैला तलाइ लावलागदैन जेपनि बाेन
0,GENERAL,सै लाग्यो,उखान टुक्के पून्ने तर सागर कूरो सै लाग्यो
0,GENERAL,सलाम,सागर सर तपाई देखिएकाे राष्ट्रभक्ति लाई सलाम छ
1,GENERAL,झाेले,कहानि मात्रै नछाट झाेले पुण्य
1,GENERAL,मुजि,यो मुजि पुन्य खालि पुराना उदाहरण दिएर कुरा कता कता लग्छ पुरै मोहरालाइ बचाउ लागिराछ
1,GENERAL,कुकुर,तिमी पुन्या भाइ कुकुर जस्तै नभुक कम्निस्ट् नाम् क थाहा नभए कम्निस्ट छौ तिमी हरू
0,GENERAL,सहि लाग्थ्यो,पुन्य जि कुरा पहिले सहि लाग्थ्यो
1,GENERAL,झोले,आजकाल पार्टि झोले भो इमेज नै बिगृयो कुरो सुन्नै मन लाग्दैन
1,GENERAL,साला झोले,यो साला झोले पुण्य गाला रन्काउनु पर्ने
0,GENERAL,जाहेज,सागर िज कुरा एकदम जाहेज छ
1,GENERAL,झोले मुदाबाद,पुण्य झोले मुदाबाद केपी प्रचण्डे झोले कुकरा
1,GENERAL,झोले,यो पुन्य झोले लाइ कान जाली फुट ने गरि हान्नु पर्ने
1,GENERAL,पिचास,उफ्फ गए कुरा गरेर हेर हेर आफ्नो सभामुख धाकछोप गर्न लाई बर्ष कुरा निकाल्दै छ कस्तो पिचास हो
1,GENERAL,बाइस,यो जाठा पुग्ने गौतम कति सारो बाइस भएर कुरा गरे छ्या कस्तो लाज मर्दो सिदै एस्तो गिन्लादो कुरा गरे
0,GENERAL,दनक दिनु भयो,पहिलो अन्तरबार्ता हेरि खत्रै दनक दिनु भयो सगर थापा जि
0,GENERAL,गुड,सागर जि गुड दनक दिनु भयो गौतमे झोले लाई सहि जबाफ दिनु भए हजुर लाई
1,GENERAL,झोले,यो झोले पुन्ने गौतम लाइ राम धुलाई गर्नु पर्छ
1,GENERAL,झोले,यो पुणय महा झोले भिजिलान्ते हो हरामी
1,GENERAL,लाज लाग्दैन,देस जन्ता सेवा गर्छु भन्न लाज लाग्दैन रन्डि छोरा पुन्री गौतम
1,GENERAL,मर्छ होला कुकूर भूके,यो साला पून्य कहिले मर्छ होला कुकूर भूके जस्तै भूक्छ
1,GENERAL,गलत रहेछ,पुन्य गौतम पहिले म लाई सहि लाग्थ्यो तर मान्छे गलत रहेछ
0,GENERAL,सहि र सत्य हो,सागर थापा सर तपाई भनाई सहि सत्य हो
1,GENERAL,जड्या,यो पुण्य गौतम जड्या हो जस्तो कस कस लाई लाग्छ
1,GENERAL,नरपशु,यो पुन्य नरपशु जे घटना लाई पनि डाईबट गर्छ
1,GENERAL,बेरोजगार झोले,यो कुकुर छाऊरो गलत भन्दैछ यो कुकुर भने बेरोजगार झोले हो यस नेपाली भलो चाहन्न है यस कुरो सत्यता छैन
1,GENERAL,नालायक,दुई तिहाइ काे सरकार भनेर कम्निस्ट नालायक सरकार फुर्ति नलगाय हुन्छ
1,GENERAL,भरस्टचारि,भरस्टचारि सरकार काे काम छैन
1,GENERAL,pet monkey,मिडिया कमाई लागि पुन्य गौतम ए नाच्ने मात्रै हो
1,GENERAL,टाउको मा मुत्र त्याग,पछाडी पीसाब फेर्ने गौतम सर टाउको मुत्र त्याग गरे भये अली सत्य कुरा बाहिर आउथीयो की
1,GENERAL,साले कुकुर,यो पुन्य गौतम भन्ने घमण साले के कस्तो कुरा गर्छ साले कुकुर मेरो कुकुर यो भन्दा सहि तरिका भुक्छ यार
1,GENERAL,झोले,यो पुन्ये झोले आफ्नो मालिक लाई जोगाउदै छ यो सबै लाई थाहा छ
1,GENERAL,कान दुख्छ,यो पुन्य पागल कुरा सुन्दा कान दुख्छ मेरो
1,GENERAL,भाउ दिन्छन्,हैन यो पुनने लाई मीडिया किन भाउ दिन्छन् बा
0,GENERAL,राष्ट्र का सपुत,राष्ट्र का सपुत रबि लामिछाने लाई सपोर्ट गर्ने हरू यता हाजिर गरौं
1,GENERAL,सन्चो नहोस,जना गर्ने हरु हाट् क्यान्सर लागेर कहिले पनि सन्चो नहोस
1,GENERAL,रिप,सबै लाई रिप
0,GENERAL,सलाम,सलाम छ रबि सर ह्जुरलाइ यो नरपिचास भारतिया कुकुर लाइ कडा सजाय दिनुपर्छ
0,GENERAL,एक मात्रै आवाज,दर्शन नमस्ते म गौरब गर्छु रबि सर प्रती सम्पुर्ण नेपाली हरु एक मात्रै आवाज रबि सर
1,GENERAL,बन्दैन,अब परीस्थिती भने बन्दैन नेपाल रबि लामिछाने नचलाए
0,GENERAL,धन्यवाद,रवि सर हजुर लाई लाखौं पल्ट धन्यवाद करोडौं पल्ट सैलोट गरेपनि कमैहुन्छ
