Target,Predicted Label,Remarks,Sentences,Cleaned
0,GENERAL,धेरै राम्रा,धेरै राम्रा प्रश्न र डिस्कोर्स को प्रयास भए को छ पत्रकार ज्यु ।,राम्रा प्रश्न डिस्कोर्स प्रयास पत्रकार ज्यु
1,GENERAL,कायर,आफ्नो खुट्टा मा विश्वास नगर्ने हरू सधैँ डराईरहन्छन कायर हरू ।,खुट्टा विश्वास नगर्ने सधैँ डराईरहन्छन कायर
1,GENERAL,अरिङगाले प्रवृत्ति,अरिङगाले प्रवृत्ति हो के सरकार लाई प्रस्न त गर्नै नहुने ।,अरिङगाले प्रवृत्ति सरकार प्रस्न गर्नै नहुने
1,GENERAL,झन्डे,पठक ले भटेर आ को जनता सबै नेता का झन्डे र झोले हो ।,पठक भटेर जनता नेता झन्डे झोले
0,GENERAL,ठिक छ,सुशील जि को ठिक छ है प्रश्न गराई ।,सुशील जि ठिक है प्रश्न गराई
1,GENERAL,औठा छाप गवार,जनता ले औठा छाप गवार संसद चूनेर पठायेछी यस्तै हून्छ ।,जनता औठा छाप गवार संसद चूनेर पठायेछी यस्तै हून्छ
0,GENERAL,सलाम छ,सुशील जि हजुर लाई सलाम छ ।,सुशील जि हजुर सलाम
1,GENERAL,लाजमर्दो कुरा,नेकपा काे नेता ले लाजमर्दो कुरा गरे का छन ।,नेकपा काे नेता लाजमर्दो गरे छन
1,GENERAL,छि छिफ,"युबा नेता पनि यसत बिचार , के देश बिकास हाेला छि छिफ ।",युबा नेता यसत बिचार देश बिकास हाेला छि छिफ
0,GENERAL,मजा को छ,सुशील पान्दे जि को प्रस्न गर्ने शैली सारही मजा को छ ।,सुशील पान्दे जि प्रस्न शैली सारही मजा
1,GENERAL,काम छैन,सक्नै पर्छ यो गणतन्त्र काम छैन ।,सक्नै गणतन्त्र काम
1,GENERAL,कुकुर,पाठक त कुकुर नै रहेछ ।,पाठक कुकुर
1,GENERAL,झोले,जनता जागिसके बुझ पार्टी को झोले हो ।,जनता जागिसके बुझ पार्टी झोले
1,GENERAL,लुट तंत्र,यो लोकतंत्र होइन लुट तंत्र हो ।,लोकतंत्र लुट तंत्र
1,GENERAL,हैजा,कुन जनता ले भौट विलछ यौ हैजा लाइ ।,कुन जनता भौट विलछ हैजा
0,GENERAL,मन पर्छ,सुशिल सर तपाइ को सैली सारै मन पर्छ होइन यो पाठक भन्ने को बोलि के हो ।,सुशिल सर तपाइ सैली सारै मन पाठक बोलि
1,GENERAL,जाठा,यो कस्तो कमिनीस्ट माचिक्ने झुट कती बोले का जाठा हरू कमिनीस्ट का नेता भनादा ।,कस्तो कमिनीस्ट माचिक्ने झुट कती बोले जाठा कमिनीस्ट नेता भनादा
1,GENERAL,झोले,लोकतन्त्र गणतन्त्र जानु मा धराप पर्नु नेता हरु र झोले हरु आफै जिम्मेवार हुनुपर्छ ।,लोकतन्त्र गणतन्त्र जानु धराप नेता झोले जिम्मेवार
1,GENERAL,लोप्पा खुवाउन,"शुसिल जी सुर्य पाठक लाइ लोप्पा खुवाउन सक्ने ब्यक्ती बोलाउन पर्ने , ।",शुसिल जी सुर्य पाठक लोप्पा खुवाउन ब्यक्ती बोलाउन
1,GENERAL,अरिङ्गाल,के सारो हो पाटि को कुरा गरो कि अरिङ्गाल नै बन्नु पर्ने पाठक जि ।,सारो पाटि गरो अरिङ्गाल बन्नु पाठक जि
1,GENERAL,घाेर निन्र्दा मा छ,"सुर्य पठक घाेर निन्र्दा मा छ हामि हरु जस्ता लाई जनता नदेख्ने नेता हरु , सविधान ले नेता चिन्छ ।",सुर्य पठक घाेर निन्र्दा हामि जस्ता जनता नदेख्ने नेता सविधान नेता
1,GENERAL,लुटेरा,"जन्ता चिन्दैन , लुटतन्त्र का लुटेरा हरु कहिलेनि बद्लिदैन , सत्ता कब्जाकाे रणनिति , सबै ठाउ मा कार्यकरता भरना भयकाछन ।",जन्ता चिन्दैन लुटतन्त्र लुटेरा कहिलेनि बद्लिदैन सत्ता कब्जाकाे रणनिति ठाउ कार्यकरता भरना भयकाछन
1,GENERAL,भांडतन्त्र,धेरै देखियो भांडतन्त्र का खेल ।,भांडतन्त्र खेल
1,GENERAL,भ्रष्टाचार गर्ने,"गणतन्त्र , लोकतन्त्र भने को भ्रष्टाचार गर्ने , बलत्कार गर्ने , मान्छे मार्ने रबि लाई फसाउने , ग्यनेन्द्र साही जस्तो मान्छे को खुट्टा भाच्ने येइहो , येस्तो गणतन्त्र लोकतन्त्र तिमि हरु गोजि मा राख जनता यो चाहादैन ।",गणतन्त्र लोकतन्त्र भ्रष्टाचार बलत्कार मान्छे मार्ने रबि फसाउने ग्यनेन्द्र साही मान्छे खुट्टा भाच्ने येइहो येस्तो गणतन्त्र लोकतन्त्र तिमि गोजि राख जनता चाहादैन
0,GENERAL,जस्ताे हाेस,प्रत्रका हाेस त सुशील पाण्डे जस्ताे हाेस ऋिसि जि सिक्नुहास ।,प्रत्रका हाेस सुशील पाण्डे जस्ताे हाेस ऋिसि जि सिक्नुहास
1,GENERAL,घांस तलुवा चटुवा,पाठक घांस तलुवा चटुवा बडि बिद्वान बन्न पर्दैन ८ पास हरु ले घन्टा गर्छन त दिबेश जि को कुरा सहि छ यति ख़्याल राख दिन सकिए तिमि हरु को अब फेरि रेलिंग भांचे हुन्छ ।,पाठक घांस तलुवा चटुवा बडि बिद्वान पर्दैन पास घन्टा गर्छन दिबेश जि सहि ख़्याल राख दिन सकिए तिमि रेलिंग भांचे
0,GENERAL,दाजु नमस्कार,कस्ताे दरिलाे प्रशन साेध्नुहुन्छ दाजु नमस्कार ।,कस्ताे दरिलाे प्रशन साेध्नुहुन्छ दाजु नमस्कार
1,GENERAL,झोले,अब क्रिश्चियन हरु को झोले सरकार लाई पशुपति मा लगेर जलाउनु पर्छ यी साले पताकि हरु लाई अब को भाबीमन्त्री 1 प्रधानमन्त्री रबि लामिछाने 2 रास्ट्रपति शेष घले 3 उपराष्ट्रपति शुसिला ।,क्रिश्चियन झोले सरकार पशुपति लगेर जलाउनु साले पताकि भाबीमन्त्री प्रधानमन्त्री रबि लामिछाने रास्ट्रपति शेष उपराष्ट्रपति शुसिला
1,GENERAL,लालबुझकट,"स्वर्गीय श्री मार्क्स तथा श्री लेलिन को जन्मभूमि मा हिउँ पर्दा , नेपाल मा कालो-काम्लो ओढ्ने लालबुझकट हरु सित होशियार !",स्वर्गीय श्री मार्क्स श्री लेलिन जन्मभूमि हिउँ नेपाल कालोकाम्लो ओढ्ने लालबुझकट सित होशियार
1,GENERAL,Copy paste गरेर,"हैन यो DR Pathak ले , PHd Copy paste गरेर पास गरे रच ।",हैन पास गरे रच
1,GENERAL,अाफ्नाे खुट्टा मा अाफै बन्चरो,याे सरकार ले अाफ्नाे खुट्टा मा अाफै बन्चरो हान्दैछ ।,याे सरकार अाफ्नाे खुट्टा अाफै बन्चरो हान्दैछ
1,GENERAL,पतन हुदैछ,अाफ्नाे कार्य शैलि ले अाफै पतन हुदैछ ।,अाफ्नाे कार्य शैलि अाफै पतन
1,GENERAL,nothing,पान्डे सर को सामु रिशी धमला nothing ।,पान्डे सर सामु रिशी धमला
1,GENERAL,धराप मा बन्दै गय को,जे भने पनी यो गणतन्त्र धराप मा बन्दै गय को आभास छ ।,पनी गणतन्त्र धराप बन्दै गय आभास
0,GENERAL,सलाम छ,शुशिल जी सलाम छ ।,शुशिल जी सलाम
1,GENERAL,अाफु लाई देउता सम्झेकाे,याे सुर्य पाठाक अाफु लाई देउता सम्झेकाे छ ।,याे सुर्य पाठाक अाफु देउता सम्झेकाे
1,GENERAL,अन्त्य नजिक छ,कम्युनिष्ट होली वाइन खाएर उन्मत्त भए का मुन नाम को दानव का नाजायज सन्तान हरु को अन्त्य नजिक छ ।,कम्युनिष्ट होली वाइन खाएर उन्मत्त मुन नाम दानव नाजायज सन्तान अन्त्य नजिक
1,GENERAL,स्वार्थी,नेता स्वार्थी भए को हुदा यो सिस्टम जाँदै छ ढुक्क हुनुस यो ब्यवस्था काम लाग्दैन सुशील जि ।,नेता स्वार्थी सिस्टम जाँदै ढुक्क हुनुस ब्यवस्था काम लाग्दैन सुशील जि
0,GENERAL,फयान भय,सुशील जी क्या तरिका प्रश्न गर्ने म त फयान भय ।,सुशील जी क्या तरिका प्रश्न फयान भय
1,GENERAL,लुट मच्चाउने,"धेरै खायो भने गुण पनि तितो हुन्छ भने झैं , यो लुट मच्चाउने हरु लाई अब धेरै दिन सहन नपरोस् ।",खायो गुण तितो झैं लुट मच्चाउने दिन सहन नपरोस्
0,GENERAL,सहि निडर निर्भीक,सुशील पान्डे एकदम सहि निडर निर्भीक पत्रकार सलुट ।,सुशील पान्डे सहि निडर निर्भीक पत्रकार सलुट
1,GENERAL,पतन हुन्छ,यही स्थिति रहे नेकपा केही वर्ष मा पतन हुन्छ ।,यही स्थिति रहे नेकपा वर्ष पतन
1,GENERAL,तह लगाउन,यो सुर्य पाठक लाई तह लगाउन त डाक्टर प्रेम सिंह बस्नेत ज्यु लाई बोलाए को भए हुन्थ्यो ।,सुर्य पाठक तह लगाउन डाक्टर प्रेम सिंह बस्नेत ज्यु बोलाए
1,GENERAL,भ्रष्ट,तिमी हरु जस्ता भ्रष्ट नेता को गोजि गरम हुने दिन जान लागेपछी अराजक गणतन्त्र लोकतन्त्र धराप तिमी हरुलाइ भा को हो जनतालाइ होइन तिमी हरु को पतन हुनै पर्छ ।,जस्ता भ्रष्ट नेता गोजि गरम दिन लागेपछी अराजक गणतन्त्र लोकतन्त्र धराप भा जनतालाइ पतन हुनै
1,GENERAL,लुटतनत्र,मेरो विचार मा लोकतन्त्र भने को लुटतनत्र संघीयता भने को दल का नेता र कार्यकर्ता लाई कमाइ खाने व्यवस्था हो ।,विचार लोकतन्त्र लुटतनत्र संघीयता दल नेता कार्यकर्ता कमाइ खाने व्यवस्था
1,GENERAL,होलि वाइन पिउन को लागि,धर्म निरपेक्ष भने को होलि वाइन पिउन को लागि हो ।,धर्म निरपेक्ष होलि वाइन पिउन
1,GENERAL,चोर,बिकाश यी चोर हरु को भा कै छ बा की सबै भाड मा जाउ ।,बिकाश चोर भा बा भाड जाउ
1,GENERAL,अरिगाल्,जनता को नाम बेचेर कतिदिन खन्छ्न यी अरिगाल् हरु ।,जनता नाम बेचेर कतिदिन खन्छ्न अरिगाल्
1,GENERAL,भ्रष्ट दादागिरी तंत्र,लोकतन्त्र को नाम मा यस्तो भ्रष्ट दादागिरी तंत्र यो देश लाई चाहिए को छैन ।,लोकतन्त्र नाम भ्रष्ट दादागिरी तंत्र देश
1,GENERAL,थाहा छैन,पाठक ले फेस्बुक मात्र हेर्छन जस्तो lageo किनकि जनता को चाहना णै थाहा छैन ।,पाठक फेस्बुक हेर्छन जनता चाहना णै थाहा
1,GENERAL,अपराधीक गुन्डाराज,राष्ट्रघात अपराध लुट बिनाश र अद्योगती बाहेक केहि नदिए को यो अपराधीक गुन्डाराज गणतन्त्र को ब्रेन डेथ भइसके को छ ।,राष्ट्रघात अपराध लुट बिनाश अद्योगती नदिए अपराधीक गुन्डाराज गणतन्त्र ब्रेन डेथ भइसके
0,GENERAL,जय,राजतन्त्र आज को आवश्यकता जय नेपाल I हाम्रो राज हाम्रो देस प्राण भन्दा प्यारो छ I ।,राजतन्त्र आवश्यकता जय नेपाल राज देस प्राण प्यारो
0,GENERAL,बचाउ,"साला खाते नेता हरू चुप लाक अब नेपाल मा नेपाली जनता ले , राजा लेयाउने हाे जय राजा जय नेपाल राजा ले नेपाल बनायाकाे हाे नेपाल ले राजा हाेईन् राजा अाउ नेपाल बचाउ ।",साला खाते नेता चुप लाक नेपाल नेपाली जनता राजा लेयाउने हाे जय राजा जय नेपाल राजा नेपाल बनायाकाे हाे नेपाल राजा हाेईन् राजा अाउ नेपाल बचाउ
0,GENERAL,फर्कनु पर्छ,राजा फेरि फर्कनु पर्छ ... .,राजा फर्कनु
0,GENERAL,देस बचाउ,राजा अाउ देस बचाउ ।,राजा अाउ देस बचाउ
0,GENERAL,आउनु पर्छ,हिन्दू राष्ट्र सहित राजतन्त्र आउनु पर्छ ।,हिन्दू राष्ट्र सहित राजतन्त्र आउनु
1,GENERAL,लुटेरा,यो बहस को चरण मा आईपुग्नु भने कै अपराधीक गुन्डाराज लुटेरा गणतन्त्र पतनउन्मुख छ भन्ने प्रमाणित गर्दछ ।,बहस चरण आईपुग्नु अपराधीक गुन्डाराज लुटेरा गणतन्त्र पतनउन्मुख प्रमाणित गर्दछ
0,GENERAL,जिन्दावाद,राजतन्त्र जिन्दावाद अाउ राजा अाउ ।,राजतन्त्र जिन्दावाद अाउ राजा अाउ
0,GENERAL,प्रतिबद्ध,तिमी पार्टी का झोले कुलंगार ढुपौरे भन्दा राजा लाखौं गुणा देश र जनता प्रति प्रतिबद्ध छन् र माया उनी लाई यो माटो को छ ।,पार्टी झोले कुलंगार ढुपौरे राजा लाखौं गुणा देश जनता प्रतिबद्ध माया उनी माटो
1,GENERAL,पैसा र पद को माया,केवल तिमी हरू लाई पैसा र पद को माया छ ।,केवल पैसा पद माया
1,GENERAL,जंगली,midiyaa मा जति बहस गरेपनि राजा लाई जनता ले फा ले का होइनन् कि जङ्गल मा कन्दमुल खाने जंगली हरु ले फा ले का हुन ।,जति बहस गरेपनि राजा जनता फा जङ्गल कन्दमुल खाने जंगली फा
1,GENERAL,सहमति थिएन,राजा फाल्दा कुनै जनता को राय र सहमति थिएन ।,राजा फाल्दा जनता राय सहमति
1,GENERAL,लठुवा,"यि नेकपा का होनहार बिलक्षण प्रतिभा का लठुवा युवा नेता लाइ थाहा छैन गणतन्त्र , धर्मनिरपेक्ष र संघियता बिदेशी को हुकुम मा दल र दल का नेता का स्वार्थ मा आए को हो भनेर ।",यि नेकपा होनहार बिलक्षण प्रतिभा लठुवा युवा नेता थाहा गणतन्त्र धर्मनिरपेक्ष संघियता बिदेशी हुकुम दल दल नेता स्वार्थ भनेर
1,GENERAL,तेरो बाउ,"राजा ले बिकास गरेन रे , अबे राजा ले बिकास नगरे को भए तेरो बाउ आएर देश बिकास गरे को थिए ?",राजा बिकास गरेन रे अबे राजा बिकास नगरे तेरो बाउ आएर देश बिकास गरे
1,GENERAL,मुर्दावाद,गणतन्त्र मुर्दावाद राजतन्त्र जिन्दाबाद को नारा लगाइ मानव सागर सडक मा आइसके पछि यो झोले कस को घुसखाएर बिरोध गर्न आएकोछ यंहा यो पनि भ्रष्ट तन्त्र को टीम रहेछ ।,गणतन्त्र मुर्दावाद राजतन्त्र जिन्दाबाद नारा लगाइ मानव सागर सडक आइसके झोले कस घुसखाएर बिरोध यंहा भ्रष्ट तन्त्र टीम
1,GENERAL,बाउ को बिर्ता,"यो मुजि नगेन्द्र साही म लाई भन तेरो पार्टी को के योगदान छ , मुजि देशद्रही जंगली तेरो केपि प्रचण्ड ले बना को देश हो यो , तेरो बाउ को बिर्ता हो यो ।",मुजि नगेन्द्र साही तेरो पार्टी योगदान मुजि देशद्रही जंगली तेरो केपि प्रचण्ड बना देश तेरो बाउ बिर्ता
0,GENERAL,अाउनु पर्छ,ज्यान जाला राजा अनिवार्य अाउनु पर्छ ।,ज्यान जाला राजा अनिवार्य अाउनु
1,GENERAL,दारु र जुठो हड्डी चुसेर,mr नगेन्द्र शाही बिदेशी का दास हरु को गुलामी गर्दै दारु र जुठो हड्डी चुसेर आफ्नै जन्मभूमि जननी लाई घात पुर्याउन कति झुठ बोल्नु हुन्छ ?,नगेन्द्र शाही बिदेशी दास गुलामी दारु जुठो हड्डी चुसेर जन्मभूमि जननी घात पुर्याउन कति झुठ बोल्नु
0,GENERAL,जय,राजतन्त्र आज को आवश्यकता जय नेपाल I हाम्रो राज हाम्रो देस प्राण भन्दा प्यारो छ I नेपाली हामी रहौला कहाँ नेपालै नरहे ।,राजतन्त्र आवश्यकता जय नेपाल राज देस प्राण प्यारो नेपाली रहौला कहाँ नेपालै नरहे
1,GENERAL,नांगो काली कोटे चोर,फापर को ढीडो पेटभरी खान नपाय को तँ नांगो काली कोटे चोर काठमाण्डु आयर भात खान पयोहोलास तँ लाई भात लागे को रहेछ ?,फापर ढीडो पेटभरी खान नपाय तँ नांगो काली कोटे चोर काठमाण्डु आयर भात खान पयोहोलास तँ भात लागे
1,GENERAL,गु खा,अब हगे को गु खा !,हगे गु खा
1,GENERAL,ब्वाँसा,भन्दे एउ टा राजा फाल्ने मुर्कट्टा हरु आज हज्जारौं ब्वाँसा मिलेर गिद्ध ले सिनो लुछे जसरी लुटेर देश नै सखाप पार्र्यो ।,भन्दे एउ टा राजा फाल्ने मुर्कट्टा हज्जारौं ब्वाँसा मिलेर गिद्ध सिनो लुछे जसरी लुटेर देश सखाप पार्र्यो
0,GENERAL,आवश्यकता छ,अब देश मा राजा को आवश्यकता छ ।,देश राजा आवश्यकता
1,GENERAL,मुरादाबाद,यो ने का पा को झोले को मुख मा हात्ती को गेडा कोच्दीउ त गणतन्त्र मुरादाबाद राजातन्त्र मा कति रमाईलो थियो यो गण तन्त्र ले तनाव नै तनाव ।,पा झोले मुख हात्ती गेडा कोच्दीउ गणतन्त्र मुरादाबाद राजातन्त्र कति रमाईलो गण तन्त्र तनाव तनाव
1,GENERAL,स्याल,जनमत संग्रह गरना सकने तेस को हिकमत छ भनेर सोद्नु त नेपाल मा स्याल हरु को रजाइँ छ नेपाल मा राजा आउनु परछ जन्ता ले सोच्नु पर्छ ।,जनमत संग्रह गरना सकने तेस हिकमत भनेर सोद्नु नेपाल स्याल रजाइँ नेपाल राजा आउनु परछ जन्ता सोच्नु
1,GENERAL,ढेल पुछेर फाली दीन्छन्,तेरो संबीधान जन्ता ले ढेल पुछेर फाली दीन्छन् ।,तेरो संबीधान जन्ता ढेल पुछेर फाली दीन्छन्
1,GENERAL,गद्दार,"यो पार्टी को भतुवा देश को इतिहास नै बिर्सेर कुरो गर्दैछ , राजा ले यो देश न बनाय को भय कहा बाट लोकतन्त्र गणतन्त्र ल्याथ्यो , देश खोक्रो बनाइ सके यस्तै गद्दार नेता हरू ले गर्दा , राजा फालेर आफु ले पनि राम्रो काम गर्न सक्नुपर्छ नि अनि पो भने को पनि सुहाउछ ।",पार्टी भतुवा देश इतिहास बिर्सेर कुरो राजा देश बनाय भय कहा बाट लोकतन्त्र गणतन्त्र ल्याथ्यो देश खोक्रो बनाइ सके यस्तै गद्दार नेता राजा फालेर आफु काम अनि पो सुहाउछ
0,GENERAL,देश बचाउ,राजा आउ देश बचाउ जय देश जय नरेश ।,राजा आउ देश बचाउ जय देश जय नरेश
1,GENERAL,गुखा,यो मुजि नेकपा कि गुखा को नेता को बोली हेर्दै चोर जस्तो लाग्यो ।,मुजि नेकपा गुखा नेता बोली हेर्दै चोर लाग्यो
1,GENERAL,अझ बोल्छ,राजा को पाला मा बने का उधोग बेचेर खाये डा का चोर भरस्ट हरु अझ बोल्छ कालोकोटे ।,राजा पाला उधोग बेचेर खाये डा चोर भरस्ट अझ बोल्छ कालोकोटे
1,GENERAL,झोले,"जस ले जेसु कै भनोस यो लोकतन्त्र र गणतन्त्र ले सर्बसाधारण जनता को पक्ष मा काम गरे को छैन केबल नेता हरु का श्रीमती , छोराछोरी , बुहारी र झोला बोक्ने झोले हरु लाई मात्रै फाइदा पुर्याए को छ !",जेसु भनोस लोकतन्त्र गणतन्त्र सर्बसाधारण जनता पक्ष काम गरे केबल नेता श्रीमती छोराछोरी बुहारी झोला बोक्ने झोले फाइदा पुर्याए
0,GENERAL,उत्तम छ,यो अहिले को ब्यबस्था भन्दा राजसस्था उत्तम छ !,अहिले ब्यबस्था राजसस्था उत्तम
1,GENERAL,कहिल्यै हुदैन,हाम्रो देश मा राजा को नाम मा शासन गर्ने र बिभिन्न दल हरू भारत को आड मा पार्टि जन्माएर चाणक्यनिति मा शासन गर्ने हो भने हाम्रो देश को बिकाश कहिल्यै हुदैन ।,देश राजा नाम शासन बिभिन्न दल भारत आड पार्टि जन्माएर चाणक्यनिति शासन देश बिकाश हुदैन
1,GENERAL,आतंककारी,यो नगेन्द्र शाही आतंककारी प्रचन्डे र उखाने ओली को भाडा को तत्तु सही गलत छुट्ट्याउन सक्दैनस ?,नगेन्द्र शाही आतंककारी प्रचन्डे उखाने ओली भाडा तत्तु गलत छुट्ट्याउन सक्दैनस
1,GENERAL,के गर्यौ,नेपाल को संविधान बिरुद्ध कस् ले भन्यो बोल्न पाइदैन देसै टुक्र्‍याउने गरि ck raut ले खुला बोल्दा के गर्यौ ।,नेपाल संविधान बिरुद्ध कस् बोल्न पाइदैन देसै टुक्र्याउने खुला बोल्दा
1,GENERAL,मृदा बात,राजतंत्र जिन्दा बात गणतंत्र मृदा बात राजतंत्र जिन्दा बात ।,राजतंत्र जिन्दा बात गणतंत्र मृदा बात राजतंत्र जिन्दा बात
1,GENERAL,दिमाख तातियो,नगेन्द्र शाही बोले को देखेर मेरो दिमाख तातियो ।,नगेन्द्र शाही बोले दिमाख तातियो
1,GENERAL,इसाइ का डलरे,साला राज तन्र्त आयो भने नेपालि जन्तालाइ लुटन पाइ न्न जन्ता को बुइ चढेर नेपालि जन्ता माथि राज गर्न पाइन्न भन्ने यी इसाइ का डलरे हरु लाइ थाहा थ तेसै ले राजतन्तर को बिरोध गर्छन यी साला धर्म बेचुवा देश बेचुवा पाय सम्म चेलिबेटि सम्म बेच्छन् साले इसाइ डलरे हरु ।,साला राज तन्र्त नेपालि जन्तालाइ लुटन पाइ न्न जन्ता बुइ चढेर नेपालि जन्ता राज पाइन्न इसाइ डलरे थाहा तेसै राजतन्तर बिरोध गर्छन साला धर्म बेचुवा देश बेचुवा पाय चेलिबेटि बेच्छन् साले इसाइ डलरे
1,GENERAL,चम्चा,यो मुजि केपि को चम्चा लाइ नि गोलि खाना मन लायो जस्तो छ !,मुजि केपि चम्चा गोलि खाना मन लायो
1,GENERAL,चाकरी,इतिहास बिरसेर नेताकाे चाकरी मा बाेलने साहि तिमराे अब ५ साल हाे ।,इतिहास बिरसेर नेताकाे चाकरी बाेलने साहि तिमराे साल हाे
1,GENERAL,मुर्दाबाद,या्े गणतन्त्र का्े मुजि गधा मुर्दाबाद राजतन्त्र जिन्दाबाद राजतन्त्र जिन्दावाद जय हा्ेस पशुपतिनाथ ।,या्े गणतन्त्र का्े मुजि गधा मुर्दाबाद राजतन्त्र जिन्दाबाद राजतन्त्र जिन्दावाद जय हा्ेस पशुपतिनाथ
0,GENERAL,जयहोस,राजा आऊ छिटो भनदा छिटो जयहोस ।,राजा आऊ छिटो छिटो जयहोस
1,GENERAL,मृदा बात,गणतन्त्र मृदा बात राजतन्त्र जिन्दाबाद बात ।,गणतन्त्र मृदा बात राजतन्त्र जिन्दाबाद बात
1,GENERAL,के बोले को,Ngo ingo को खोल ओडेर ठुलो 2 कुरा गर्छ नेकपा नेता भनौदो के बोले को हो ।,खोल ओडेर ठुलो नेकपा नेता भनौदो बोले
0,GENERAL,सरकार,ज्ञानेन्द् सरकार का पुर्खा हरू ले आर्जे को देश मा राजा न भयर के तँ नरेन्द्र कुत्ता राजा हुने तो तँ काहा को नाड०गो कुकुर होस तेरो अब काल आईपुग्यो साला कुत्ता तँ पट मुर्ख खोईरो लागे को कुकुर पाँखें तेरो काल आयो पख ?,ज्ञानेन्द् सरकार पुर्खा आर्जे देश राजा भयर तँ नरेन्द्र कुत्ता राजा तो तँ काहा नाडगो कुकुर होस तेरो काल आईपुग्यो साला कुत्ता तँ पट मुर्ख खोईरो लागे कुकुर पाँखें तेरो काल पख
0,GENERAL,बीन देस मा सान्ती आउदैन,राजा बीन देस मा सान्ती आउदैन जस् ले जति धाक लाउस जा ।,राजा बीन देस सान्ती आउदैन जस् जति धाक लाउस जा
1,GENERAL,भरौटे,झुट को खेती गर्ने हरु हो तिमरु को कुरो पत्याउने जति सबै तिमर का भरौटे मात्रै हो खात ?,झुट खेती तिमरु कुरो पत्याउने जति तिमर भरौटे खात
1,GENERAL,रोइरहे का छन्,आन्दोलन का घाइते हरु ले के पाय रोइरहे का छन् त सडक मा. ।,आन्दोलन घाइते पाय रोइरहे सडक
1,GENERAL,साडेहरूकाे हुल,दूध कम दिइकाे निउ मा १ गाइ लाइ पाखा लगाइ ८०० गाेरू त पालियाे तर बिचरा गाेठालाे लाइ के थाहा र गाेरू भनेकाे त साडेहरूकाे हुल पाे परेछन् ।,दूध कम दिइकाे निउ गाइ पाखा लगाइ गाेरू पालियाे बिचरा गाेठालाे थाहा गाेरू भनेकाे साडेहरूकाे हुल पाे परेछन्
1,GENERAL,झोले,यो मुजि नगेन्द्र भन्ने गणतन्त्र को झोले अनि चाकरी हो ।,मुजि नगेन्द्र गणतन्त्र झोले अनि चाकरी
0,GENERAL,जय देश जय नरेश,जय देश जय नरेश !,जय देश जय नरेश
1,GENERAL,खाते,नेकपा को खाते किन डुकृन्छ ।,नेकपा खाते डुकृन्छ
0,GENERAL,प्रसम्सा गर्न लाएक,"मदन जि को कार्यक्रम चलाउने तरिका एकदम प्रसम्सा गर्न लाएक छ , आज सम्म कुनै नि भाग chutako छैन ।",मदन जि कार्यक्रम चलाउने तरिका प्रसम्सा लाएक भाग
0,GENERAL,जय जय,श्रि ५ ज्ञानेन्द्र शाह का्े जय जय राजतन्त्र लयाऊनु पर्छ नेपाली जन्ता ले जय हाेस पशुपतिनाथ ।,श्रि ज्ञानेन्द्र शाह का्े जय जय राजतन्त्र लयाऊनु नेपाली जन्ता जय हाेस पशुपतिनाथ
1,GENERAL,भतुवा,नेकपा को भतुवा के भुकीरा को हो ।,नेकपा भतुवा भुकीरा
1,GENERAL,फसाउदै छ,यो नेपाल प्रहरी भएर सहि जवाफ नदिने त्यो भिडियो किन लिग भयो प्रहरी ले मुचुल्का उठा को मोबाइल भित्र को यो चोर बिश्वराज sp मल्ल लाई बचाउदै छ है नेपाल प्रहरी को बिश्वास छैन है यहि कुकुर को बच्चा हरु मिलेर रबि लाई फसाउदै छ ।,नेपाल प्रहरी भएर सहि जवाफ नदिने भिडियो लिग प्रहरी मुचुल्का उठा मोबाइल चोर बिश्वराज मल्ल बचाउदै है नेपाल प्रहरी बिश्वास है यहि कुकुर बच्चा मिलेर रबि फसाउदै
1,GENERAL,नालायक,यस्ता दोधार कुरा गर्ने माधर्चोत लाई के ल्याए को थुक्क तिमी हरु को जुनि नालायक ।,यस्ता दोधार माधर्चोत ल्याए थुक्क जुनि नालायक
0,GENERAL,देखाउन सक्नुहुन्छ,गफ मात्र होइन काम गरेर देखाउन सक्नुहुन्छ pokhal sir ।,गफ काम देखाउन
0,GENERAL,मन पर्यो,पत्रकार को म लाई प्रस्न सोद्ने शैली सारै मन पर्यो एकदम ठिक छ.. .,पत्रकार प्रस्न सोद्ने शैली सारै मन ठिक
0,GENERAL,मन छोयो,सुशील सर को पत्रकारीता ले मन छोयो !,सुशील सर पत्रकारीता मन छोयो
0,GENERAL,धन्यवाद,सुशील दाई हजुर एक्दम निष्ठावान पत्रकार हुनुन्छ हजुर लाई हृदय देखि धन्यवाद ।,सुशील दाई हजुर एक्दम निष्ठावान पत्रकार हुनुन्छ हजुर हृदय धन्यवाद
0,GENERAL,निर्दोष,निर्दोष शालिकराम लाई मारेर निडर सहासिक जनता को हिरो रबि लामिछाने लाई फसाउने षड्यन्त्र हुदैछ सत्य तथ्य बाहिर अाउनु पर्छ र शालिकराम र रबि ले न्याय पाउनै पर्छ वास्तविक हत्यारा पत्ता लगाउनै पर्छ ।,निर्दोष शालिकराम मारेर निडर सहासिक जनता हिरो रबि लामिछाने फसाउने षड्यन्त्र सत्य तथ्य अाउनु शालिकराम रबि न्याय पाउनै वास्तविक हत्यारा पत्ता लगाउनै
