Target,Predicted Label,Remarks,Sentences
0,GENERAL,प्यारो छ,भन्न चाहान्छु रवि देश प्राण प्यारो
0,GENERAL,आशा को धरोहर,रवि एउटा व्याक्ति सिङ्गो नेपाली आशा धरोहर
0,GENERAL,भगवान्,करोड जनता असली भगवान् रबि लामिछाने रबि आउ देश बचाउ
0,GENERAL,प्रधानमन्त्री बनाउनु पर्छ,दिन रबि दाजु नेपाल प्रधानमन्त्री बनाउनु जति यता हाजिर हुम साथी हरु
0,GENERAL,दशै तिहार आएझै,आवाजबिहिन गरिब दुखी आपत बिपत्ति पर्ने अनि जस्ता लाखौ फ्यान हरु लागिआज दशै तिहार आएझै लागेकोछ
0,GENERAL,धन्यवाद,दिपक बोहोरा दादालाइ धन्यवाद चाहान्छु अप्ठ्यारो परिथिति रवि दादालाइ हेल्प रवि दादालाइ
1,GENERAL,pet animal,निलो कोते
0,GENERAL,फ्यान,राजेश जि फ्यान भइयो यार
1,GENERAL,भतुवा झोले,नेकपा नेता सुन्दा ओलि भतुवा झोले रहेछ
1,GENERAL,मुला जड्या दलाली,थुक् एमाले गोठालो यस्ता मुला जड्या दलाली डलरे गोठाला बोल्ने तरिका तेरो यस्ता मुलालाइ नेता चाहिँ कस् बनायो ठिक ठिक बेठिक बेठिल भन्न नसक्ने कुपुत्र हरु किना गर्छौ राजनिती बोरु इशाइ धोती धोयर बस्न यार
1,GENERAL,धन्यवाद सहि कुरा मीठो आवाज,राजेस्वार भाइ धन्यवाद सहि मीठो आवाज
1,GENERAL,पागल,पिएचडी वाला सुन्ने मान्छे पागल
0,GENERAL,चर्को बोलेर,ठेट्ना हरु तर्क चर्को बोलेर जित्ने पक्ष छ्न्
1,GENERAL,गोठालो,थुईक्क एमाले गोठालो यस्ता मुला जड्या दलाली पुण्य गौतम खाली बिदेसि गुनगान बढाइचढाइ मात्रै
1,GENERAL,पागल,छि छि छि पुन्यप्रसाद पागल रहेछ
1,GENERAL,भुत्रो,तेरो भुत्रो छाड्यो
0,GENERAL,मन पर्यो,मलाइ रातो कोट लगाउने मित्र साह्रै मन पर्यो झोले जुठेभात खाने खाते सुन्दा चै साच्चै पारो तातेर हौ
1,GENERAL,भतुवा,भतुवा नेता देश विकास
1,GENERAL,भाते,केपि कुन चै भातेहो केपि गुन गाउने
1,GENERAL,छि छि छि,छि छि छि नेकपा नेता
1,GENERAL,चाक,नेकपा मुला पशुपति सेलाउन लगे तेरि टोक्ने हरु पढाइ घमण्ड बुद्धि चाक मुनि रहेछ मुला
1,GENERAL,झोले,पुन्य गौतमे झोले पो रेछ गाठे
1,GENERAL,गुलामी,पुन्य दाहाल बिचरा कठै आज तिनै राष्ट्रघाती दलाल हरु गुलामी थालेछ अझ चर्को स्वर पो
1,GENERAL,बिसयान्तर,नेकपा लाउरे कहाँ कहाँ लगेर बिसयान्तर
1,GENERAL,बोल्न पनि न आउदो,बोल्न आउदो रैछ चुट् टुक् सिके रैछ चेलो
1,GENERAL,चम्चा,ओली चम्चा घोकन्ते विद्यावाला खाते सोध्छ जेहोश ओली उखान टुक् सब रटेछ यस्तै गुं घोकन्ते पढेर गतिलो पढ्ने नेपाल इज्जत भा
1,GENERAL,जंगली ब्यबहार,आफु होल्डर भनि हुंकार केपी नेकपा अंधभक्त झोले नेता जंगली ब्यबहार प्रस्तुति हेर्दा लाग्छ ब्यक्ति सभ्य सभ्यता पाठ सिक्न बाकि रहेछ मपाइत्व घमण्ड बुद्धि हार्दिक श्रदांजलि
1,GENERAL,गुलाम,शिक्षा केपि ओलि गुलाम रहेछ
1,GENERAL,गल्ती,यस्ता स्टुडियो निम्त्याउनु ठूलो गल्ती
0,GENERAL,सैकुरा,रातो कोट लगौने सर सैकुरा गरे नेप झोले नेता काम
1,GENERAL,पागल,रेड्कोटे पागल रहेछ युबा भन्छ खाली नेगेटिभ मात्रै भन्छ बिना तथ्य बिना आधर बोल्दोरहेछ बिना रेकर्ड यस्ता पागललाइ नबोलाए हुन्थो खाति जि मैले ठिक मै मात्रै जान्ने हु भन्दोरहेछ
0,GENERAL,सहि,रातो कोट लगाउँने सहि बोले
1,GENERAL,फटाहा,निलो कोट लगाउने फटाहा नभए फटाहा रहेछ यस्ता लाइ अन्तर्वार्ता बोलाउनु गल्ति नेकपा राजनीति शास्त्र पढे बेकार अन्त मत रातो कोट लगाउने लाइ
0,GENERAL,सीता खाएर गिता,गौतम अल्लिकती सीता खाएर गिता गाउँदो रहेछ
0,GENERAL,राम्रो,सप्ताहा पुरान बसाउ है जान्ने लागो रातो कोटे भाइ
0,GENERAL,राम्रो बहस,कमलि जि दिन सेकेन्ड गगन बहस शक्ति
1,GENERAL,खुट्टा तान्ने,खुट्टा तान्ने प्रवृत्ती गर बाहुन
1,GENERAL,व्यवहार घटिया,हरु थुतुनो बेसरी चल्ने अनि व्यवहार घटिया कारण देश परे जगजाहेर
1,GENERAL,दिन नसक्ने,वाला बोल्ने शैली दक्खल प्रश्न तर्क दिन नसक्ने अनि चाकडी चाकडी गरे प्रष्ट
0,GENERAL,अरे वाह,अर्का युवा तर्क अरे वाह खत्रै दनक दिनु भो तिहाई
1,GENERAL,गनाऊ छ,यस्ता नेकपा कार्यकर्ता गर्दा पार्टी गनाऊ यस्ता अहीलेनै टीपेर फालाै
1,GENERAL,छि छि छि छि,वाला नेता रे छि छि छि छि लाज लाग्नु पर्ने एउटा प्रश्न उत्तर दिन सोध्दा मोडछ खाते नेता कहिले नबोलाउनु
0,GENERAL,सहिछ,राताे काेट लगाउने भाईकाे सहिछ
1,GENERAL,सहमति जनाउन सकिन,नेकपा प्रती आस्था राख्ने व्यक्ती भएपनी नेकपा नेता अभिव्यक्ती प्रती सहमति जनाउन सकिन
0,GENERAL,बाग्मति मा बगाईदिदा,मुजि बाग्मति बगाईदिदा पी ओली झोले सुनेर रगत उम्लेर
1,GENERAL,जँड्याहा,राजेस्वर जी तर्क ल्याउने मान्छे जँड्याहा
0,GENERAL,राम्रो,वाला राजेश्वर ब्रो तर्क तरिका निकै लाग्यो
1,GENERAL,घमण्ड,नेकपा मुला पशुपति सेलाउन लगे तेरि टोक्ने हरु पढाइ घमण्ड बुद्धि रहेछ मुला
1,GENERAL,भातमारा,पुन्य प्रसाद भुके प्रश्न एका उत्तर अर् कै भातमारा
0,GENERAL,जायज हाे,राताे काेट लगाउने बुद्धिजीवीकाे जायज हाे
1,GENERAL,गल्ति,प्रधानमन्त्री गल्ति गरे कै
1,GENERAL,भाेले भतुबा,केपि काे भाेले भतुबा काे सुन्दा जुत्ता मुख हानु जस्ताे लागछ
0,GENERAL,जिन्दावाद,रातो कोट जिन्दावाद निलोकोट मुर्दावाद
1,GENERAL,गुलामी,पुन्य गौतम सारै पी गुलामी सिमित रहेछ
1,GENERAL,झोले पुच्छर,केपी ओलि झोले पुच्छर केपी ओलि गजुर समातेर आज ठुलो ठुलो पो बा
1,GENERAL,पागल,पागल नेकपा नेता रछ
0,GENERAL,जाएज,रातो कोट लाउने दम जाएज
1,GENERAL,कुनेताकाे झाेला बाेक्ने,तेस्काे डिग्री तेहि कुनेताकाे झाेला बाेक्ने कुन चाहिँ नाैलाे काम गरेकाे
1,GENERAL,धाक,वाक्य पिछ्छे पढाईकाे धाक लाउछ झाेले
1,GENERAL,काम गर्देैन,काेरा शिक्षा लामखुट्टे झिङ्गा धपाउने रचनात्मक काम गर्देैन याे प्रमाण यहि भुस्तिग्रे हाे
1,GENERAL,दलाल,स्वतन्त्र तम्रा बिरुद्द खेद प्रकट नगर्ने दलाल भ्रष्ट
1,GENERAL,अहम,स्तर अशिष्ट असहिष्णु अहम मैनत्त मान्छे नेता भन्नुपर्दा नेकपा नेताकार्यकर्ता दुख लाग्छ लाग्दैन
1,GENERAL,हप्काउने,लोकतन्त्र नेता नागरिक अभियन्ता हप्काउने हैन
0,GENERAL,उत्कृष्ट,राजेश्वरी दाइ बिचार उत्कृष्ट पुण्य गौतम सरकारलाइ बोक्न जरुरी
1,GENERAL,झाेले,याे नेकपा काे झाेले काे पिम कुन पिएचडि गरेकाे साेभनु हाे साला मिडिया साेर मच्चाए हाे कसताे युबा हाे
1,GENERAL,गाली,हेर्दा लाग्या थ्यो हुम् भरमार गाली खानेछ भनेर
0,GENERAL,राम्रो लाग्यो,रातो लागाउनी सर कुरो लाग्यो
1,GENERAL,भातमारा,कम्युनिष्ट शासन देख्नु भो भातमारा हरु
1,GENERAL,भुस तिघ्रे,पि एच डि जति मान्छे बौदिकता भुस तिघ्रे पो
1,GENERAL,धम्की,बाबुराम पत्रकार पि एच डि धम्की पो ल्गाउछन
1,GENERAL,काम छैन,पि डि घुम्टो ओडेर राष्ट्रियता नभए मान्छे काम
1,GENERAL,भनन नसकने,बौदीक नेता गरदै गरेकोरे कती ओली भक्त रहेछन बेठीक भनन नसकने घनशयाम भुसाल भीम रावल धन्यवाद ग़लत जनता समक्ष राखनु भय
0,GENERAL,सुपर,रातो कोट लाउने सुपर
1,GENERAL,झोले,केपी झोले रहेछ
0,GENERAL,राम्रो कुरा,राताे काेट लगाउने सर गरनु भयाे निलाे काेट गाेबर गरेयाे निलाे काेटे छि छि छि
1,GENERAL,बेकार,यत्ती पढेर जान्ने भन्नु बेकार पुन्य जी
1,GENERAL,ग़लत,सम्मेलन ग़लत थीयो ग़लत रहने
1,GENERAL,खाते साला,खाते साला हु भन्छ साला खाते साले तेरो चुतिया साला झोले कृस्रन पैसा खायर पढे होलास कुकुर
1,GENERAL,लोप,नेपाल बाट नेकपा लोप संकेत
1,GENERAL,पागल,कस्तो प्रस्न उत्तर दिन नसक्ने मनपरी बोली रहेन्छ पागल तँ बैजति पिएचडी
0,GENERAL,सहि,रातो कोर्ट लाउने सहि गरे
1,GENERAL,ताइन तुइ,पुण्य गौतम ताइन तुइ कुरो
1,GENERAL,काम छैन,तेरो काम
0,GENERAL,उत्कृष्ट छ,सुशील जी प्रश्न सोध्ने शैली उत्कृष्ट
0,GENERAL,ठिक,हजार राजा पाल्नु राजा ठिक
0,GENERAL,राम्रो छ,सुशील ज्यु खरो पना सारै सुशिल जी साचै खरो भैदिनुस है नेता भ्र्ष्ट छन कोहि राष्ट्र प्रेमी छन भ्र्ष्ट हरु झ्या हार्नुस है
1,GENERAL,अरिङगा ले प्रवृत्ति,कस्तो अरिङगा प्रवृत्ति सरकार प्रस्न गर्नै नहुने
1,GENERAL,झोले,झोले पाठक ओली प्रचण्ड तलुवा चाटेर झुट
1,GENERAL,झूठ बोल्ने,दिनदहाडै सफेद झूठ बोल्ने जनता बेवकूफ ठान्ने
1,GENERAL,पत्रु,कस्तो पत्रु मान्छे नालायक धिक्कार होसा तेरो जीवन
0,GENERAL,उत्कृष्ट हुन,उत्कृष्ट पत्रकारिता रवि सुशील पर्छन पर्दैनन जनता यिनै उत्कृष्ट
0,GENERAL,सलाम,यस्तै पत्रकार सुशिल सर देश भष्चटार कम सलाम सुशील सर
1,GENERAL,जाड़ रकसि खुवायर,जाड़ रकसि खुवायर मतपत्र च्यातेर जनता चूने
1,GENERAL,अरिङ्गाल,एकपटक सुर्य पाठक अरिङ्गाल संग भिडनु मन
0,GENERAL,मान्नुपर्छ,सुशील सर मान्नुपर्छ जंगली कम्युनिस्ट सङ्ग डराउनु हुन्न
0,GENERAL,जस्तो हुनुपर्छ,पत्रकार शुसिल सर हुनुपर्छ सवैलार्इ न्यायोचित प्रश्न
1,GENERAL,फता,छि छि फता ऋाषि
1,GENERAL,पाइनट मै पिसाब आवोश,प्रस्न गर्नुस् नेता भनाउदा पाइनट मै पिसाब आवोश
1,GENERAL,झोले,पाठक नेता आज गाली गर्यो झोले होस
1,GENERAL,स्वार्थी,लाजसरम नमानी झुट बोल्न सक्ने स्वार्थी नेता पाठक सुन्न पत्रकार सुशील जि प्रस्न सुन्न मन लाग्छ
1,GENERAL,सोचे जस्तो गणतन्त्र आएन,जन्ता सोचे गणतन्त्र आएन नेता ज्यु गणतन्त्र हजुर हरु हजुर हरु कार्यक्रता आ
1,GENERAL,टपरे बाहुन,टपरे बाहुन हरु भारत गाना गाएर कम्युनिस्ट सरकार चलाउन सक्छन
0,GENERAL,awesome,सुशील पान्दे
1,GENERAL,गुहु खाने कुकुर,अहिले गुहु खाने कुकुर नेता हरु देश रहुन जेल लोकतन्त्र संकट मै
1,GENERAL,जंगली,कम्युनिस्ट जति शिक्षित जंगली रहेछन
1,GENERAL,आगो बलेर आउँछ,सुर्य पाठक डाक्टर प्रेम सर ठिक पार्नुपर्छ सुशील जी चलाए कार्यक्रम हेरियो पाठक अनुहार हेर्दा आगो बलेर आउँछ
1,GENERAL,लुट्तन्त्र,लुट्तन्त्र बिरोध लुटतन्त्र अटाउन्नन
0,GENERAL,धन्यवाद राम्रो प्रश्न,शुशिल जि धन्यवाद प्रश्न सोध्नु
1,GENERAL,काम छैन,ब्यवस्था काम नेता जति हेर मात्रै पानी बिना माछा झै छौ दिन टाढा
1,GENERAL,गधा,गधा नेता हरु जति दुध नुहाएर गाई खोजे यिनि हरु कर्यसैली नियत प्रष्ट सङ जनता बुझिसके आगामी चुनाव देखाइ दिनेछन् यिनि हरु औकात
1,GENERAL,कुकुर,कुकुर बोले तेहि
1,GENERAL,देशी कुकुर,गु खा देशी कुकुर
0,GENERAL,सही छ,दिबेश झा भनाइ
1,GENERAL,काबिल छैनन्,निर्बाचित सांसद धेरैजसो काबिल छैनन्
1,GENERAL,जन्तु,सूर्य पाठक जन्तु पढे लेखे बुद्धिजीवी नम्बर झोले कुकुर पो रहेछ
0,GENERAL,नं १ कार्यक्रम,सुशील सरकाे कार्यक्रम चाहिँ नेपाल काे नं कार्यक्रम हाे
1,GENERAL,दलाल र माफिय बाट चलेकाे,राजा चाहिन्छ नेकपा दलाल माफिय बाट चलेकाे
0,GENERAL,ठिक छन,हेरेर राजा ठिक छन
1,GENERAL,स्वार्थी,नेता स्वार्थी हुदा लोकतन्त्र संघीयता धर्म निरपेक्ष जनता पायौं
1,GENERAL,जन्तु,याे पाठक जन्तु कुन दुनियाँ
0,GENERAL,उत्कृष्ट छ्न,सुशील जी प्रश्न शैली उत्कृष्ट छ्न
0,GENERAL,आनन्द आउँछ,होस सुशील पाण्डे अन्तर्वार्ता सुन्दा आनन्द आउँछ
0,GENERAL,राम्रो छ,प्रस्न शैली विषय वस्तु प्रस्ट्याउने शैली
1,GENERAL,भस्टचार चोर फटा दलाली,भस्टचार चोर फटा दलाली नेता बलत्कारी ज्यान मारा सुन तस्कारी नम्बरी ई कानुन नलाग्नी सम्बिधान दिवस शुभकामना
1,GENERAL,कमाउनिस्ट लूटतन्त्र,कमाउनिस्ट लूटतन्त्र अन्त्य निश्चिति
1,GENERAL,कमाउनिस्ट,कमाउनिस्ट पतन शुरु भो
0,GENERAL,धेरै राम्रा,राम्रा प्रश्न डिस्कोर्स प्रयास पत्रकार ज्यु
1,GENERAL,कायर,खुट्टा विश्वास नगर्ने हरू सधैँ डराईरहन्छन कायर हरू
1,GENERAL,अरिङगाले प्रवृत्ति,अरिङगाले प्रवृत्ति सरकार प्रस्न गर्नै नहुने
1,GENERAL,झन्डे,पठक भटेर आ जनता नेता झन्डे झोले
0,GENERAL,ठिक छ,सुशील जि ठिक है प्रश्न गराई
1,GENERAL,औठा छाप गवार,जनता औठा छाप गवार संसद चूनेर पठायेछी यस्तै हून्छ
0,GENERAL,सलाम छ,सुशील जि हजुर सलाम
1,GENERAL,लाजमर्दो कुरा,नेकपा काे नेता लाजमर्दो गरे छन
1,GENERAL,छि छिफ,युबा नेता यसत बिचार देश बिकास हाेला छि छिफ
0,GENERAL,मजा को छ,सुशील पान्दे जि प्रस्न शैली सारही मजा
1,GENERAL,काम छैन,सक्नै गणतन्त्र काम
1,GENERAL,कुकुर,पाठक कुकुर रहेछ
1,GENERAL,झोले,जनता जागिसके बुझ पार्टी झोले
1,GENERAL,लुट तंत्र,लोकतंत्र लुट तंत्र
1,GENERAL,हैजा,कुन जनता भौट विलछ यौ हैजा लाइ
0,GENERAL,मन पर्छ,सुशिल सर तपाइ सैली सारै मन पाठक बोलि
1,GENERAL,जाठा,कस्तो कमिनीस्ट माचिक्ने झुट कती बोले जाठा हरू कमिनीस्ट नेता भनादा
1,GENERAL,झोले,लोकतन्त्र गणतन्त्र जानु धराप पर्नु नेता हरु झोले हरु आफै जिम्मेवार हुनुपर्छ
1,GENERAL,लोप्पा खुवाउन,शुसिल जी सुर्य पाठक लाइ लोप्पा खुवाउन सक्ने ब्यक्ती बोलाउन पर्ने
1,GENERAL,अरिङ्गाल,सारो पाटि गरो अरिङ्गाल बन्नु पर्ने पाठक जि
1,GENERAL,घाेर निन्र्दा मा छ,सुर्य पठक घाेर निन्र्दा हामि हरु जस्ता जनता नदेख्ने नेता हरु सविधान नेता चिन्छ
1,GENERAL,लुटेरा,जन्ता चिन्दैन लुटतन्त्र लुटेरा हरु कहिलेनि बद्लिदैन सत्ता कब्जाकाे रणनिति ठाउ कार्यकरता भरना भयकाछन
1,GENERAL,भांडतन्त्र,भांडतन्त्र खेल
1,GENERAL,भ्रष्टाचार गर्ने,गणतन्त्र लोकतन्त्र भ्रष्टाचार बलत्कार मान्छे मार्ने रबि फसाउने ग्यनेन्द्र साही मान्छे खुट्टा भाच्ने येइहो येस्तो गणतन्त्र लोकतन्त्र तिमि हरु गोजि राख जनता चाहादैन
0,GENERAL,जस्ताे हाेस,प्रत्रका हाेस सुशील पाण्डे जस्ताे हाेस ऋिसि जि सिक्नुहास
1,GENERAL,घांस तलुवा चटुवा,पाठक घांस तलुवा चटुवा बडि बिद्वान पर्दैन पास हरु घन्टा गर्छन दिबेश जि सहि ख़्याल राख दिन सकिए तिमि हरु रेलिंग भांचे
0,GENERAL,दाजु नमस्कार,कस्ताे दरिलाे प्रशन साेध्नुहुन्छ दाजु नमस्कार
1,GENERAL,झोले,क्रिश्चियन हरु झोले सरकार पशुपति लगेर जलाउनु साले पताकि हरु भाबीमन्त्री प्रधानमन्त्री रबि लामिछाने रास्ट्रपति शेष घले उपराष्ट्रपति शुसिला
1,GENERAL,लालबुझकट,स्वर्गीय श्री मार्क्स श्री लेलिन जन्मभूमि हिउँ पर्दा नेपाल कालोकाम्लो ओढ्ने लालबुझकट हरु सित होशियार
1,GENERAL,Copy paste गरेर,हैन पास गरे रच
1,GENERAL,अाफ्नाे खुट्टा मा अाफै बन्चरो,याे सरकार अाफ्नाे खुट्टा अाफै बन्चरो हान्दैछ
1,GENERAL,पतन हुदैछ,अाफ्नाे कार्य शैलि अाफै पतन हुदैछ
1,GENERAL,nothing,पान्डे सर सामु रिशी धमला
1,GENERAL,धराप मा बन्दै गय को,पनी गणतन्त्र धराप बन्दै गय आभास
0,GENERAL,सलाम छ,शुशिल जी सलाम
1,GENERAL,अाफु लाई देउता सम्झेकाे,याे सुर्य पाठाक अाफु देउता सम्झेकाे
1,GENERAL,अन्त्य नजिक छ,कम्युनिष्ट होली वाइन खाएर उन्मत्त मुन नाम दानव नाजायज सन्तान हरु अन्त्य नजिक
1,GENERAL,स्वार्थी,नेता स्वार्थी हुदा सिस्टम जाँदै ढुक्क हुनुस ब्यवस्था काम लाग्दैन सुशील जि
0,GENERAL,फयान भय,सुशील जी क्या तरिका प्रश्न फयान भय
1,GENERAL,लुट मच्चाउने,खायो गुण तितो झैं लुट मच्चाउने हरु दिन सहन नपरोस्
0,GENERAL,सहि निडर निर्भीक,सुशील पान्डे सहि निडर निर्भीक पत्रकार सलुट
1,GENERAL,पतन हुन्छ,यही स्थिति रहे नेकपा वर्ष पतन
1,GENERAL,तह लगाउन,सुर्य पाठक तह लगाउन डाक्टर प्रेम सिंह बस्नेत ज्यु बोलाए हुन्थ्यो
1,GENERAL,भ्रष्ट,हरु जस्ता भ्रष्ट नेता गोजि गरम दिन लागेपछी अराजक गणतन्त्र लोकतन्त्र धराप हरुलाइ भा जनतालाइ हरु पतन हुनै
1,GENERAL,लुटतनत्र,विचार लोकतन्त्र लुटतनत्र संघीयता दल नेता कार्यकर्ता कमाइ खाने व्यवस्था
1,GENERAL,होलि वाइन पिउन को लागि,धर्म निरपेक्ष होलि वाइन पिउन
1,GENERAL,चोर,बिकाश चोर हरु भा कै बा की भाड जाउ
1,GENERAL,अरिगाल्,जनता नाम बेचेर कतिदिन खन्छ्न अरिगाल् हरु
1,GENERAL,भ्रष्ट दादागिरी तंत्र,लोकतन्त्र नाम भ्रष्ट दादागिरी तंत्र देश
1,GENERAL,थाहा छैन,पाठक फेस्बुक हेर्छन किनकि जनता चाहना णै थाहा
1,GENERAL,अपराधीक गुन्डाराज,राष्ट्रघात अपराध लुट बिनाश अद्योगती नदिए अपराधीक गुन्डाराज गणतन्त्र ब्रेन डेथ भइसके
0,GENERAL,जय,राजतन्त्र आज आवश्यकता जय नेपाल राज देस प्राण प्यारो
0,GENERAL,बचाउ,साला खाते नेता हरू चुप लाक नेपाल नेपाली जनता राजा लेयाउने हाे जय राजा जय नेपाल राजा नेपाल बनायाकाे हाे नेपाल राजा हाेईन् राजा अाउ नेपाल बचाउ
0,GENERAL,फर्कनु पर्छ,राजा फर्कनु
0,GENERAL,देस बचाउ,राजा अाउ देस बचाउ
0,GENERAL,आउनु पर्छ,हिन्दू राष्ट्र सहित राजतन्त्र आउनु
1,GENERAL,लुटेरा,बहस चरण आईपुग्नु कै अपराधीक गुन्डाराज लुटेरा गणतन्त्र पतनउन्मुख प्रमाणित गर्दछ
0,GENERAL,जिन्दावाद,राजतन्त्र जिन्दावाद अाउ राजा अाउ
0,GENERAL,प्रतिबद्ध,पार्टी झोले कुलंगार ढुपौरे राजा लाखौं गुणा देश जनता प्रतिबद्ध माया उनी माटो
1,GENERAL,पैसा र पद को माया,केवल हरू पैसा पद माया
1,GENERAL,जंगली,जति बहस गरेपनि राजा जनता फा जङ्गल कन्दमुल खाने जंगली हरु फा
1,GENERAL,सहमति थिएन,राजा फाल्दा जनता राय सहमति
1,GENERAL,लठुवा,यि नेकपा होनहार बिलक्षण प्रतिभा लठुवा युवा नेता लाइ थाहा गणतन्त्र धर्मनिरपेक्ष संघियता बिदेशी हुकुम दल दल नेता स्वार्थ भनेर
1,GENERAL,तेरो बाउ,राजा बिकास गरेन रे अबे राजा बिकास नगरे तेरो बाउ आएर देश बिकास गरे
1,GENERAL,मुर्दावाद,गणतन्त्र मुर्दावाद राजतन्त्र जिन्दाबाद नारा लगाइ मानव सागर सडक आइसके झोले कस घुसखाएर बिरोध आएकोछ यंहा भ्रष्ट तन्त्र टीम रहेछ
1,GENERAL,बाउ को बिर्ता,मुजि नगेन्द्र साही तेरो पार्टी योगदान मुजि देशद्रही जंगली तेरो केपि प्रचण्ड बना देश तेरो बाउ बिर्ता
0,GENERAL,अाउनु पर्छ,ज्यान जाला राजा अनिवार्य अाउनु
1,GENERAL,दारु र जुठो हड्डी चुसेर,नगेन्द्र शाही बिदेशी दास हरु गुलामी दारु जुठो हड्डी चुसेर जन्मभूमि जननी घात पुर्याउन कति झुठ बोल्नु
0,GENERAL,जय,राजतन्त्र आज आवश्यकता जय नेपाल राज देस प्राण प्यारो नेपाली रहौला कहाँ नेपालै नरहे
1,GENERAL,नांगो काली कोटे चोर,फापर ढीडो पेटभरी खान नपाय तँ नांगो काली कोटे चोर काठमाण्डु आयर भात खान पयोहोलास तँ भात लागे रहेछ
1,GENERAL,गु खा,हगे गु खा
1,GENERAL,ब्वाँसा,भन्दे एउ टा राजा फाल्ने मुर्कट्टा हरु आज हज्जारौं ब्वाँसा मिलेर गिद्ध सिनो लुछे जसरी लुटेर देश सखाप पार्र्यो
0,GENERAL,आवश्यकता छ,देश राजा आवश्यकता
1,GENERAL,मुरादाबाद,ने पा झोले मुख हात्ती गेडा कोच्दीउ गणतन्त्र मुरादाबाद राजातन्त्र कति रमाईलो गण तन्त्र तनाव तनाव
1,GENERAL,स्याल,जनमत संग्रह गरना सकने तेस हिकमत भनेर सोद्नु नेपाल स्याल हरु रजाइँ नेपाल राजा आउनु परछ जन्ता सोच्नु
1,GENERAL,ढेल पुछेर फाली दीन्छन्,तेरो संबीधान जन्ता ढेल पुछेर फाली दीन्छन्
1,GENERAL,गद्दार,पार्टी भतुवा देश इतिहास बिर्सेर कुरो गर्दैछ राजा देश बनाय भय कहा बाट लोकतन्त्र गणतन्त्र ल्याथ्यो देश खोक्रो बनाइ सके यस्तै गद्दार नेता हरू गर्दा राजा फालेर आफु काम सक्नुपर्छ अनि पो सुहाउछ
0,GENERAL,देश बचाउ,राजा आउ देश बचाउ जय देश जय नरेश
1,GENERAL,गुखा,मुजि नेकपा गुखा नेता बोली हेर्दै चोर लाग्यो
1,GENERAL,अझ बोल्छ,राजा पाला उधोग बेचेर खाये डा चोर भरस्ट हरु अझ बोल्छ कालोकोटे
1,GENERAL,झोले,जस जेसु कै भनोस लोकतन्त्र गणतन्त्र सर्बसाधारण जनता पक्ष काम गरे केबल नेता हरु श्रीमती छोराछोरी बुहारी झोला बोक्ने झोले हरु मात्रै फाइदा पुर्याए
0,GENERAL,उत्तम छ,अहिले ब्यबस्था राजसस्था उत्तम
1,GENERAL,कहिल्यै हुदैन,देश राजा नाम शासन बिभिन्न दल हरू भारत आड पार्टि जन्माएर चाणक्यनिति शासन देश बिकाश हुदैन
1,GENERAL,आतंककारी,नगेन्द्र शाही आतंककारी प्रचन्डे उखाने ओली भाडा तत्तु गलत छुट्ट्याउन सक्दैनस
1,GENERAL,के गर्यौ,नेपाल संविधान बिरुद्ध कस् भन्यो बोल्न पाइदैन देसै टुक्र्याउने खुला बोल्दा गर्यौ
1,GENERAL,मृदा बात,राजतंत्र जिन्दा बात गणतंत्र मृदा बात राजतंत्र जिन्दा बात
1,GENERAL,दिमाख तातियो,नगेन्द्र शाही बोले दिमाख तातियो
1,GENERAL,इसाइ का डलरे,साला राज तन्र्त नेपालि जन्तालाइ लुटन पाइ न्न जन्ता बुइ चढेर नेपालि जन्ता राज पाइन्न इसाइ डलरे हरु लाइ थाहा थ तेसै राजतन्तर बिरोध गर्छन साला धर्म बेचुवा देश बेचुवा पाय चेलिबेटि बेच्छन् साले इसाइ डलरे हरु
1,GENERAL,चम्चा,मुजि केपि चम्चा लाइ गोलि खाना मन लायो
1,GENERAL,चाकरी,इतिहास बिरसेर नेताकाे चाकरी बाेलने साहि तिमराे साल हाे
1,GENERAL,मुर्दाबाद,या्े गणतन्त्र का्े मुजि गधा मुर्दाबाद राजतन्त्र जिन्दाबाद राजतन्त्र जिन्दावाद जय हा्ेस पशुपतिनाथ
0,GENERAL,जयहोस,राजा आऊ छिटो भनदा छिटो जयहोस
1,GENERAL,मृदा बात,गणतन्त्र मृदा बात राजतन्त्र जिन्दाबाद बात
1,GENERAL,के बोले को,खोल ओडेर ठुलो नेकपा नेता भनौदो बोले
0,GENERAL,सरकार,ज्ञानेन्द् सरकार पुर्खा हरू आर्जे देश राजा भयर तँ नरेन्द्र कुत्ता राजा तो तँ काहा नाडगो कुकुर होस तेरो काल आईपुग्यो साला कुत्ता तँ पट मुर्ख खोईरो लागे कुकुर पाँखें तेरो काल पख
0,GENERAL,बीन देस मा सान्ती आउदैन,राजा बीन देस सान्ती आउदैन जस् जति धाक लाउस जा
1,GENERAL,भरौटे,झुट खेती हरु तिमरु कुरो पत्याउने जति तिमर भरौटे मात्रै खात
1,GENERAL,रोइरहे का छन्,आन्दोलन घाइते हरु पाय रोइरहे सडक
1,GENERAL,साडेहरूकाे हुल,दूध कम दिइकाे निउ गाइ लाइ पाखा लगाइ गाेरू पालियाे बिचरा गाेठालाे लाइ थाहा गाेरू भनेकाे साडेहरूकाे हुल पाे परेछन्
1,GENERAL,झोले,मुजि नगेन्द्र गणतन्त्र झोले अनि चाकरी
0,GENERAL,जय देश जय नरेश,जय देश जय नरेश
